net,length_um
_03935_,9.78µm
_04467_,9.78µm
_04884_,9.78µm
_05601_,9.78µm
_05704_,9.78µm
_07597_,9.78µm
_09194_,9.78µm
_10048_,9.78µm
_10204_,9.78µm
_10314_,9.78µm
_10525_,9.78µm
_10808_,9.78µm
_10846_,9.78µm
_10917_,9.78µm
_10935_,9.78µm
_11067_,9.78µm
_11280_,9.76µm
_12448_,9.76µm
ser_C.shift_reg\[318\],9.76µm
_08592_,9.745µm
ser_C.shift_reg\[462\],9.745µm
B_in\[41\],9.74µm
C_out\[243\],9.74µm
C_out\[256\],9.74µm
C_out\[272\],9.74µm
_04184_,9.74µm
_05234_,9.74µm
_05544_,9.74µm
_06003_,9.74µm
_06389_,9.74µm
_07192_,9.74µm
_08542_,9.74µm
_09840_,9.74µm
_12399_,9.74µm
_12725_,9.74µm
_12792_,9.74µm
deser_B.word_buffer\[44\],9.74µm
A_in\[67\],9.72µm
A_in\[72\],9.72µm
_04599_,9.72µm
_04608_,9.72µm
_05055_,9.72µm
_05583_,9.72µm
_06207_,9.72µm
_06521_,9.72µm
_06987_,9.72µm
_07672_,9.72µm
_08798_,9.72µm
deser_A.word_buffer\[108\],9.72µm
deser_A.word_buffer\[75\],9.72µm
deser_B.word_buffer\[9\],9.72µm
systolic_inst.row_loop\[3\].col_loop\[1\].pe_i.prod_reg\[11\],9.72µm
_11501_,9.705µm
C_out\[222\],9.7µm
C_out\[252\],9.7µm
C_out\[72\],9.7µm
C_out\[78\],9.7µm
C_out\[89\],9.7µm
_04717_,9.7µm
_05106_,9.7µm
_06242_,9.7µm
_06255_,9.7µm
_06368_,9.7µm
_06395_,9.7µm
_06903_,9.7µm
_07113_,9.7µm
_07266_,9.7µm
_08163_,9.7µm
_09110_,9.7µm
_09598_,9.7µm
_09701_,9.7µm
_10017_,9.7µm
_10174_,9.7µm
_10175_,9.7µm
_10199_,9.7µm
_10339_,9.7µm
_11657_,9.7µm
_11820_,9.7µm
_12528_,9.7µm
deser_A.word_buffer\[119\],9.7µm
deser_A.word_buffer\[56\],9.7µm
ser_C.parallel_data\[458\],9.7µm
A_in\[105\],9.68µm
_04167_,9.68µm
_09233_,9.68µm
_09504_,9.68µm
_12076_,9.68µm
_12206_,9.68µm
deser_B.word_buffer\[81\],9.68µm
systolic_inst.B_shift\[0\]\[6\],9.68µm
_04749_,9.66µm
_07352_,9.66µm
_07796_,9.66µm
_08543_,9.66µm
_09279_,9.66µm
_12066_,9.66µm
ser_C.shift_reg\[197\],9.66µm
A_in\[80\],9.64µm
C_out\[174\],9.64µm
_00457_,9.64µm
_02733_,9.64µm
_02883_,9.64µm
_05258_,9.64µm
_05998_,9.64µm
_06735_,9.64µm
_09744_,9.64µm
_10618_,9.64µm
_12696_,9.64µm
deser_A.word_buffer\[120\],9.64µm
systolic_inst.A_shift\[27\]\[4\],9.64µm
_03666_,9.63µm
_05840_,9.625µm
B_in\[68\],9.62µm
C_out\[132\],9.62µm
C_out\[205\],9.62µm
C_out\[262\],9.62µm
C_out\[296\],9.62µm
C_out\[359\],9.62µm
C_out\[423\],9.62µm
C_out\[95\],9.62µm
_03633_,9.62µm
_05121_,9.62µm
_07968_,9.62µm
_11442_,9.62µm
_12209_,9.62µm
_12825_,9.62µm
_12963_,9.62µm
_13082_,9.62µm
deser_B.word_buffer\[7\],9.62µm
deser_B.word_buffer\[97\],9.62µm
ser_C.parallel_data\[488\],9.62µm
ser_C.shift_reg\[322\],9.62µm
_08617_,9.615µm
_01984_,9.605µm
B_in\[94\],9.6µm
C_out\[278\],9.6µm
C_out\[384\],9.6µm
_02296_,9.6µm
_05284_,9.6µm
_06817_,9.6µm
_07241_,9.6µm
_09835_,9.6µm
_10123_,9.6µm
_12804_,9.6µm
deser_A.serial_word\[44\],9.6µm
deser_B.serial_word\[71\],9.6µm
deser_B.serial_word\[92\],9.6µm
_09232_,9.59µm
_09165_,9.585µm
_09449_,9.585µm
_12084_,9.585µm
ser_C.shift_reg\[284\],9.585µm
A_in\[127\],9.58µm
C_out\[3\],9.58µm
_02824_,9.58µm
_03843_,9.58µm
_04122_,9.58µm
_05264_,9.58µm
_05265_,9.58µm
_05410_,9.58µm
_05935_,9.58µm
_06192_,9.58µm
_06971_,9.58µm
_07781_,9.58µm
_08172_,9.58µm
_08378_,9.58µm
_10368_,9.58µm
_11455_,9.58µm
_12695_,9.58µm
_12974_,9.58µm
deser_A.word_buffer\[70\],9.58µm
ser_C.shift_reg\[511\],9.58µm
_06191_,9.575µm
C_out\[227\],9.56µm
C_out\[373\],9.56µm
C_out\[396\],9.56µm
_00658_,9.56µm
_09432_,9.56µm
_12003_,9.56µm
ser_C.parallel_data\[452\],9.56µm
ser_C.parallel_data\[456\],9.56µm
_05632_,9.54µm
_08938_,9.54µm
ser_C.shift_reg\[385\],9.54µm
_04116_,9.535µm
_01530_,9.52µm
_02597_,9.52µm
_06576_,9.52µm
_06741_,9.52µm
_11568_,9.52µm
_12875_,9.52µm
systolic_inst.A_shift\[12\]\[6\],9.52µm
_05757_,9.515µm
_05267_,9.51µm
_08502_,9.505µm
C_out\[130\],9.5µm
C_out\[389\],9.5µm
_01074_,9.5µm
_04627_,9.5µm
_04822_,9.5µm
_05509_,9.5µm
_06862_,9.5µm
_07134_,9.5µm
_07167_,9.5µm
_07319_,9.5µm
_07776_,9.5µm
_08094_,9.5µm
_08271_,9.5µm
_09351_,9.5µm
_09457_,9.5µm
_09879_,9.5µm
_11669_,9.5µm
_11956_,9.5µm
_12640_,9.5µm
deser_A.word_buffer\[114\],9.5µm
ser_C.parallel_data\[494\],9.5µm
_09648_,9.49µm
ser_C.shift_reg\[365\],9.49µm
ser_C.shift_reg\[75\],9.49µm
A_in\[0\],9.48µm
A_in\[82\],9.48µm
A_in\[95\],9.48µm
B_in\[103\],9.48µm
B_in\[43\],9.48µm
_00116_,9.48µm
_01380_,9.48µm
_01443_,9.48µm
_02472_,9.48µm
_03297_,9.48µm
_03400_,9.48µm
_08841_,9.48µm
_09552_,9.48µm
_10663_,9.48µm
_11612_,9.48µm
deser_A.serial_word\[123\],9.48µm
deser_A.serial_word\[8\],9.48µm
deser_B.serial_word\[15\],9.48µm
deser_B.word_buffer\[118\],9.48µm
deser_B.word_buffer\[26\],9.48µm
C_out\[422\],9.46µm
C_out\[435\],9.46µm
_00222_,9.46µm
_02666_,9.46µm
_05779_,9.46µm
_08538_,9.46µm
_09933_,9.46µm
_10260_,9.46µm
_12013_,9.46µm
systolic_inst.A_shift\[27\]\[2\],9.46µm
_05990_,9.455µm
ser_C.shift_reg\[77\],9.455µm
systolic_inst.row_loop\[1\].col_loop\[3\].pe_i.prod_reg\[11\],9.45µm
_03064_,9.44µm
_03912_,9.44µm
_04331_,9.44µm
_05250_,9.44µm
_07294_,9.44µm
_08481_,9.44µm
_08571_,9.44µm
_10278_,9.44µm
_10477_,9.44µm
ser_C.shift_reg\[145\],9.425µm
_04809_,9.42µm
_05169_,9.42µm
_06868_,9.42µm
_08275_,9.42µm
_10414_,9.42µm
ser_C.shift_reg\[438\],9.41µm
C_out\[52\],9.4µm
_00076_,9.4µm
_01036_,9.4µm
_03471_,9.4µm
_05831_,9.4µm
_06224_,9.4µm
_06390_,9.4µm
_08065_,9.4µm
_08166_,9.4µm
_08936_,9.4µm
_11041_,9.4µm
_11128_,9.4µm
_11229_,9.4µm
_12040_,9.4µm
_12505_,9.4µm
_12659_,9.4µm
deser_A.serial_word\[56\],9.4µm
_12172_,9.395µm
_07440_,9.385µm
_12665_,9.385µm
C_out\[264\],9.38µm
_04798_,9.38µm
_05263_,9.38µm
_05722_,9.38µm
_05948_,9.38µm
_07236_,9.38µm
_07403_,9.38µm
_07822_,9.38µm
_08924_,9.38µm
_09098_,9.38µm
_09632_,9.38µm
_10202_,9.38µm
_11429_,9.38µm
_11855_,9.38µm
_12697_,9.38µm
ser_C.shift_reg\[107\],9.38µm
_07797_,9.365µm
ser_C.shift_reg\[423\],9.365µm
B_in\[54\],9.36µm
C_out\[110\],9.36µm
C_out\[342\],9.36µm
C_out\[421\],9.36µm
C_out\[92\],9.36µm
_01188_,9.36µm
_02684_,9.36µm
_04309_,9.36µm
_04932_,9.36µm
_05604_,9.36µm
_06257_,9.36µm
_06601_,9.36µm
_07034_,9.36µm
_08588_,9.36µm
_09223_,9.36µm
_09422_,9.36µm
_09525_,9.36µm
_09717_,9.36µm
_10434_,9.36µm
_11040_,9.36µm
_11184_,9.36µm
_12952_,9.36µm
deser_A.serial_word\[42\],9.36µm
deser_A.word_buffer\[18\],9.36µm
deser_A.word_buffer\[73\],9.36µm
deser_B.serial_word\[26\],9.36µm
deser_B.serial_word\[47\],9.36µm
deser_B.word_buffer\[11\],9.36µm
deser_B.word_buffer\[74\],9.36µm
ser_C.parallel_data\[447\],9.36µm
ser_C.parallel_data\[469\],9.36µm
systolic_inst.B_shift\[17\]\[7\],9.36µm
systolic_inst.row_loop\[3\].col_loop\[3\].pe_i.prod_reg\[10\],9.36µm
_07552_,9.34µm
_08412_,9.34µm
_08508_,9.34µm
_13019_,9.34µm
ser_C.shift_reg\[330\],9.335µm
ser_C.shift_reg\[378\],9.335µm
C_out\[88\],9.32µm
_03503_,9.32µm
_03671_,9.32µm
_03720_,9.32µm
_04471_,9.32µm
_04516_,9.32µm
_04534_,9.32µm
_04762_,9.32µm
_05082_,9.32µm
_05159_,9.32µm
_05756_,9.32µm
_06415_,9.32µm
_07419_,9.32µm
_09569_,9.32µm
_11314_,9.32µm
_12592_,9.32µm
_12664_,9.32µm
_12750_,9.32µm
ser_C.parallel_data\[440\],9.32µm
_05782_,9.315µm
deser_A.word_buffer\[85\],9.31µm
_07471_,9.305µm
B_in\[33\],9.3µm
_07121_,9.3µm
_07337_,9.3µm
_11944_,9.3µm
ser_C.shift_reg\[108\],9.3µm
ser_C.shift_reg\[139\],9.3µm
ser_C.shift_reg\[290\],9.3µm
ser_C.shift_reg\[449\],9.3µm
ser_C.shift_reg\[451\],9.3µm
ser_C.shift_reg\[430\],9.285µm
B_in\[120\],9.28µm
B_in\[25\],9.28µm
C_out\[160\],9.28µm
C_out\[172\],9.28µm
_03877_,9.28µm
_05737_,9.28µm
_06392_,9.28µm
_06761_,9.28µm
_06889_,9.28µm
_07077_,9.28µm
_07513_,9.28µm
_07867_,9.28µm
_07886_,9.28µm
_07914_,9.28µm
_08603_,9.28µm
_09158_,9.28µm
_09780_,9.28µm
_10113_,9.28µm
_10164_,9.28µm
_10654_,9.28µm
_12582_,9.28µm
_12883_,9.28µm
_12960_,9.28µm
_13005_,9.28µm
deser_A.serial_word\[45\],9.28µm
deser_A.word_buffer\[37\],9.28µm
B_in\[92\],9.26µm
C_out\[280\],9.26µm
_04611_,9.26µm
_04687_,9.26µm
_04758_,9.26µm
_06135_,9.26µm
_06269_,9.26µm
_06665_,9.26µm
_08213_,9.26µm
_11425_,9.26µm
_12669_,9.26µm
_12674_,9.26µm
_12914_,9.26µm
deser_A.word_buffer\[31\],9.26µm
deser_B.serial_word\[19\],9.26µm
_03637_,9.245µm
A_in\[115\],9.24µm
C_out\[200\],9.24µm
C_out\[236\],9.24µm
C_out\[273\],9.24µm
C_out\[336\],9.24µm
C_out\[85\],9.24µm
_04408_,9.24µm
_04442_,9.24µm
_04465_,9.24µm
_06193_,9.24µm
_06714_,9.24µm
_06904_,9.24µm
_06973_,9.24µm
_08232_,9.24µm
_08256_,9.24µm
_09135_,9.24µm
_10177_,9.24µm
_10880_,9.24µm
_11589_,9.24µm
_12610_,9.24µm
_12626_,9.24µm
_12702_,9.24µm
_13097_,9.24µm
deser_A.shift_reg\[110\],9.24µm
systolic_inst.row_loop\[2\].col_loop\[1\].pe_i.prod_reg\[4\],9.24µm
_04567_,9.22µm
_04825_,9.22µm
_06457_,9.22µm
_08713_,9.22µm
_09067_,9.22µm
_09466_,9.22µm
_10486_,9.22µm
_11834_,9.22µm
deser_B.word_buffer\[10\],9.22µm
deser_B.word_buffer\[125\],9.22µm
systolic_inst.A_shift\[10\]\[3\],9.22µm
ser_C.shift_reg\[291\],9.205µm
_06091_,9.2µm
_06452_,9.2µm
_07117_,9.2µm
_07839_,9.2µm
_09338_,9.2µm
_10311_,9.2µm
_12515_,9.2µm
ser_C.shift_reg\[424\],9.2µm
clknet_leaf_345_clk,9.2µm
ser_C.shift_reg\[353\],9.195µm
_09508_,9.19µm
C_out\[195\],9.18µm
C_out\[290\],9.18µm
_01063_,9.18µm
_01598_,9.18µm
_02345_,9.18µm
_02424_,9.18µm
_02667_,9.18µm
_02688_,9.18µm
_09705_,9.18µm
deser_B.serial_word\[29\],9.18µm
systolic_inst.A_shift\[12\]\[5\],9.18µm
systolic_inst.A_shift\[16\]\[6\],9.18µm
_05744_,9.165µm
_06317_,9.165µm
A_in\[41\],9.16µm
A_in\[79\],9.16µm
_02431_,9.16µm
_03497_,9.16µm
_03939_,9.16µm
_03954_,9.16µm
_04214_,9.16µm
_04267_,9.16µm
_04269_,9.16µm
_04569_,9.16µm
_04607_,9.16µm
_04725_,9.16µm
_05070_,9.16µm
_05640_,9.16µm
_05647_,9.16µm
_06105_,9.16µm
_06198_,9.16µm
_06717_,9.16µm
_09709_,9.16µm
_10079_,9.16µm
_11936_,9.16µm
deser_A.serial_word\[51\],9.16µm
_09633_,9.145µm
C_out\[17\],9.14µm
C_out\[329\],9.14µm
C_out\[330\],9.14µm
C_out\[356\],9.14µm
C_out\[83\],9.14µm
_02328_,9.14µm
_03135_,9.14µm
_03542_,9.14µm
_04102_,9.14µm
_05904_,9.14µm
_08100_,9.14µm
_08682_,9.14µm
_08701_,9.14µm
_09037_,9.14µm
deser_A.serial_word\[63\],9.14µm
ser_C.parallel_data\[455\],9.14µm
_08868_,9.13µm
_04572_,9.125µm
ser_C.shift_reg\[164\],9.125µm
ser_C.shift_reg\[30\],9.125µm
A_in\[46\],9.12µm
_04159_,9.12µm
_04202_,9.12µm
_04231_,9.12µm
_04500_,9.12µm
_05134_,9.12µm
_05378_,9.12µm
_05392_,9.12µm
_05954_,9.12µm
_06893_,9.12µm
_07025_,9.12µm
_07067_,9.12µm
_07557_,9.12µm
_09465_,9.12µm
_10457_,9.12µm
_11327_,9.12µm
_11740_,9.12µm
_12731_,9.12µm
_12860_,9.12µm
systolic_inst.A_shift\[25\]\[1\],9.12µm
_05681_,9.115µm
C_out\[6\],9.1µm
_01534_,9.1µm
_01619_,9.1µm
_04566_,9.1µm
_07271_,9.1µm
_08606_,9.1µm
_09425_,9.09µm
_02258_,9.08µm
_04865_,9.08µm
_05493_,9.08µm
_06289_,9.08µm
_06988_,9.08µm
_07655_,9.08µm
_08528_,9.08µm
_10553_,9.08µm
_11675_,9.08µm
_00467_,9.06µm
_01533_,9.06µm
_02325_,9.06µm
_02572_,9.06µm
_03261_,9.06µm
_04860_,9.06µm
_06442_,9.06µm
_06936_,9.06µm
_08730_,9.06µm
_09492_,9.06µm
_11843_,9.06µm
_12053_,9.06µm
_06200_,9.045µm
B_in\[113\],9.04µm
C_out\[267\],9.04µm
C_out\[268\],9.04µm
_03885_,9.04µm
_03968_,9.04µm
_04177_,9.04µm
_04497_,9.04µm
_05161_,9.04µm
_05255_,9.04µm
_05786_,9.04µm
_05871_,9.04µm
_07341_,9.04µm
_08830_,9.04µm
_08996_,9.04µm
_10365_,9.04µm
_11767_,9.04µm
_11974_,9.04µm
deser_A.word_buffer\[65\],9.04µm
ser_C.shift_reg\[206\],9.03µm
A_in\[51\],9.02µm
B_in\[27\],9.02µm
C_out\[141\],9.02µm
_00041_,9.02µm
_00122_,9.02µm
_00823_,9.02µm
_02337_,9.02µm
_02576_,9.02µm
_04063_,9.02µm
_04751_,9.02µm
_05867_,9.02µm
_06296_,9.02µm
_06478_,9.02µm
_06608_,9.02µm
_07042_,9.02µm
_08156_,9.02µm
_08892_,9.02µm
_09107_,9.02µm
_09361_,9.02µm
deser_A.word_buffer\[123\],9.02µm
deser_B.word_buffer\[120\],9.02µm
deser_B.word_buffer\[56\],9.02µm
deser_B.word_buffer\[83\],9.02µm
_04576_,9.015µm
ser_C.shift_reg\[359\],9.005µm
_00324_,9µm
_03578_,9µm
_04629_,9µm
_04869_,9µm
_04939_,9µm
_05391_,9µm
_05462_,9µm
_07741_,9µm
_07905_,9µm
_08062_,9µm
_08252_,9µm
_08923_,9µm
_10415_,9µm
_04482_,8.99µm
_02764_,8.985µm
_02758_,8.98µm
_02869_,8.98µm
_03556_,8.98µm
_04061_,8.98µm
_05201_,8.98µm
_07010_,8.98µm
_07228_,8.98µm
_07578_,8.98µm
_07625_,8.98µm
_09526_,8.98µm
_12698_,8.98µm
_13094_,8.98µm
deser_A.word_buffer\[74\],8.98µm
deser_A.word_buffer\[79\],8.98µm
_04773_,8.975µm
_00562_,8.96µm
_02722_,8.96µm
_05067_,8.96µm
_06194_,8.96µm
_06748_,8.96µm
_07682_,8.96µm
_02303_,8.94µm
_03223_,8.94µm
_04832_,8.94µm
_06846_,8.94µm
_07298_,8.94µm
_07794_,8.94µm
_07953_,8.94µm
_08116_,8.94µm
_08413_,8.94µm
_11269_,8.94µm
deser_A.serial_word\[99\],8.94µm
deser_A.word_buffer\[89\],8.94µm
deser_B.serial_word\[105\],8.94µm
deser_B.serial_word\[82\],8.94µm
deser_B.word_buffer\[42\],8.94µm
_05200_,8.93µm
_04693_,8.925µm
_02279_,8.92µm
_02513_,8.92µm
_03703_,8.92µm
_04015_,8.92µm
_05240_,8.92µm
_05311_,8.92µm
_05713_,8.92µm
_06879_,8.92µm
_06959_,8.92µm
_07204_,8.92µm
_08836_,8.92µm
_09208_,8.92µm
_09275_,8.92µm
_10039_,8.92µm
_11411_,8.92µm
_11734_,8.92µm
_11965_,8.92µm
_12001_,8.92µm
_12179_,8.92µm
_12855_,8.92µm
_10328_,8.915µm
_12694_,8.91µm
ser_C.shift_reg\[157\],8.905µm
A_in\[29\],8.9µm
B_in\[7\],8.9µm
B_in\[98\],8.9µm
C_out\[122\],8.9µm
C_out\[15\],8.9µm
C_out\[370\],8.9µm
C_out\[381\],8.9µm
C_out\[415\],8.9µm
C_out\[417\],8.9µm
_01553_,8.9µm
_02387_,8.9µm
_03445_,8.9µm
_03841_,8.9µm
_04281_,8.9µm
_04333_,8.9µm
_04626_,8.9µm
_05018_,8.9µm
_05271_,8.9µm
_05723_,8.9µm
_05917_,8.9µm
_05994_,8.9µm
_06061_,8.9µm
_06611_,8.9µm
_06720_,8.9µm
_06942_,8.9µm
_07383_,8.9µm
_07935_,8.9µm
_08133_,8.9µm
_09226_,8.9µm
_09635_,8.9µm
_10337_,8.9µm
_10677_,8.9µm
_11201_,8.9µm
_11387_,8.9µm
_12124_,8.9µm
_12281_,8.9µm
_12286_,8.9µm
_12620_,8.9µm
deser_A.word_buffer\[11\],8.9µm
deser_B.serial_word\[51\],8.9µm
systolic_inst.B_shift\[13\]\[4\],8.9µm
_02526_,8.88µm
_06153_,8.88µm
_07993_,8.88µm
_09574_,8.88µm
_09617_,8.88µm
_11413_,8.88µm
_12858_,8.88µm
ser_C.shift_reg\[446\],8.875µm
ser_C.shift_reg\[5\],8.875µm
C_out\[97\],8.86µm
_04366_,8.86µm
_04508_,8.86µm
_05619_,8.86µm
_06077_,8.86µm
_06835_,8.86µm
_07093_,8.86µm
_07718_,8.86µm
_08428_,8.86µm
_09017_,8.86µm
_10593_,8.86µm
_10788_,8.86µm
_11744_,8.86µm
_12506_,8.86µm
_08605_,8.84µm
ser_C.shift_reg\[347\],8.84µm
ser_C.shift_reg\[468\],8.84µm
ser_C.shift_reg\[62\],8.84µm
ser_C.shift_reg\[95\],8.84µm
systolic_inst.B_shift\[18\]\[6\],8.84µm
_12262_,8.83µm
_11379_,8.825µm
ser_C.shift_reg\[144\],8.825µm
C_out\[248\],8.82µm
_00101_,8.82µm
_01232_,8.82µm
_03769_,8.82µm
_03861_,8.82µm
_04085_,8.82µm
_06550_,8.82µm
_06609_,8.82µm
_06709_,8.82µm
_07242_,8.82µm
_07474_,8.82µm
_07893_,8.82µm
_07922_,8.82µm
_08347_,8.82µm
_09953_,8.82µm
_10026_,8.82µm
_10396_,8.82µm
_11475_,8.82µm
_12033_,8.82µm
_12201_,8.82µm
deser_A.serial_word\[96\],8.82µm
deser_B.serial_word\[127\],8.82µm
deser_B.word_buffer\[93\],8.82µm
systolic_inst.A_shift\[21\]\[4\],8.82µm
systolic_inst.B_shift\[7\]\[5\],8.82µm
_03229_,8.805µm
A_in\[117\],8.8µm
C_out\[50\],8.8µm
_03996_,8.8µm
_04185_,8.8µm
_04226_,8.8µm
_05973_,8.8µm
_06039_,8.8µm
_07131_,8.8µm
_07356_,8.8µm
_07770_,8.8µm
_08214_,8.8µm
_11823_,8.8µm
deser_A.serial_word\[18\],8.8µm
ser_C.shift_reg\[264\],8.785µm
C_out\[26\],8.78µm
_00862_,8.78µm
_02305_,8.78µm
_03521_,8.78µm
_03634_,8.78µm
_03680_,8.78µm
_04574_,8.78µm
_05166_,8.78µm
_05385_,8.78µm
_05458_,8.78µm
_05623_,8.78µm
_07044_,8.78µm
_07762_,8.78µm
_08123_,8.78µm
_08144_,8.78µm
_08298_,8.78µm
_08866_,8.78µm
_09583_,8.78µm
_09600_,8.78µm
_09681_,8.78µm
_09915_,8.78µm
_10492_,8.78µm
_11639_,8.78µm
_11746_,8.78µm
_11953_,8.78µm
_11957_,8.78µm
_12166_,8.78µm
deser_A.shift_reg\[104\],8.78µm
deser_B.word_buffer\[13\],8.78µm
ser_C.shift_reg\[41\],8.775µm
_06159_,8.77µm
_05184_,8.76µm
_08352_,8.76µm
deser_A.serial_word\[118\],8.76µm
deser_A.word_buffer\[19\],8.76µm
deser_B.serial_word\[3\],8.76µm
_09566_,8.75µm
_00941_,8.745µm
ser_C.shift_reg\[54\],8.745µm
_00502_,8.74µm
_02819_,8.74µm
_06182_,8.74µm
_07805_,8.74µm
_11153_,8.74µm
_12171_,8.74µm
ser_C.shift_reg\[315\],8.74µm
_07382_,8.735µm
_09697_,8.735µm
_05869_,8.725µm
B_in\[0\],8.72µm
B_in\[75\],8.72µm
C_out_serial_clk,8.72µm
C_out_serial_data,8.72µm
_00914_,8.72µm
_01947_,8.72µm
_02616_,8.72µm
_02807_,8.72µm
_10669_,8.72µm
_12818_,8.72µm
deser_A.serial_word\[121\],8.72µm
deser_A.word_buffer\[23\],8.72µm
deser_A.word_buffer\[4\],8.72µm
done,8.72µm
C_out\[301\],8.715µm
_04174_,8.705µm
_05164_,8.705µm
_06992_,8.705µm
ser_C.shift_reg\[237\],8.705µm
ser_C.shift_reg\[405\],8.705µm
A_in\[12\],8.7µm
C_out\[148\],8.7µm
C_out\[61\],8.7µm
_04009_,8.7µm
_04062_,8.7µm
_04709_,8.7µm
_05335_,8.7µm
_05356_,8.7µm
_05377_,8.7µm
_05616_,8.7µm
_06422_,8.7µm
_06954_,8.7µm
_08470_,8.7µm
_08867_,8.7µm
_09534_,8.7µm
_09760_,8.7µm
_11388_,8.7µm
deser_A.serial_word\[43\],8.7µm
deser_A.word_buffer\[83\],8.7µm
deser_B.word_buffer\[16\],8.7µm
ser_C.shift_reg\[233\],8.7µm
ser_C.shift_reg\[297\],8.7µm
systolic_inst.B_shift\[15\]\[1\],8.7µm
_07079_,8.69µm
_02834_,8.685µm
C_out\[158\],8.68µm
C_out\[307\],8.68µm
_00481_,8.68µm
_01125_,8.68µm
_01696_,8.68µm
_02316_,8.68µm
_02610_,8.68µm
_02612_,8.68µm
_02627_,8.68µm
_02711_,8.68µm
_06486_,8.68µm
_09675_,8.68µm
_09749_,8.68µm
_12706_,8.68µm
deser_A.word_buffer\[41\],8.68µm
deser_A.word_buffer\[94\],8.68µm
deser_B.serial_word\[93\],8.68µm
systolic_inst.B_shift\[1\]\[3\],8.68µm
_05173_,8.675µm
_11012_,8.675µm
_08626_,8.665µm
ser_C.shift_reg\[262\],8.665µm
ser_C.shift_reg\[479\],8.665µm
ser_C.shift_reg\[91\],8.665µm
_03598_,8.66µm
_05603_,8.66µm
_06160_,8.66µm
_06635_,8.66µm
_07276_,8.66µm
_07652_,8.66µm
_07786_,8.66µm
_08342_,8.66µm
_10110_,8.66µm
deser_B.word_buffer\[45\],8.66µm
ser_C.shift_reg\[221\],8.66µm
systolic_inst.B_shift\[7\]\[6\],8.66µm
systolic_inst.cycle_cnt\[3\],8.66µm
ser_C.shift_reg\[250\],8.655µm
_10329_,8.65µm
C_out\[387\],8.64µm
_01592_,8.64µm
_00105_,8.62µm
_00221_,8.62µm
_00301_,8.62µm
_00491_,8.62µm
_00584_,8.62µm
_00734_,8.62µm
_00993_,8.62µm
_01040_,8.62µm
_01826_,8.62µm
_01836_,8.62µm
_01883_,8.62µm
_01895_,8.62µm
_02339_,8.62µm
_02427_,8.62µm
_02461_,8.62µm
_02486_,8.62µm
_02547_,8.62µm
_03407_,8.62µm
_03434_,8.62µm
_04510_,8.62µm
_08068_,8.62µm
_08336_,8.62µm
_08476_,8.62µm
_09133_,8.62µm
_11077_,8.62µm
_11410_,8.62µm
_11136_,8.615µm
_01988_,8.605µm
C_out\[266\],8.6µm
C_out\[79\],8.6µm
_00753_,8.6µm
_00994_,8.6µm
_02508_,8.6µm
_02611_,8.6µm
_02845_,8.6µm
_03241_,8.6µm
_03446_,8.6µm
_03455_,8.6µm
_03882_,8.6µm
_04391_,8.6µm
_09876_,8.6µm
_10318_,8.6µm
_11052_,8.6µm
_11892_,8.6µm
_12008_,8.6µm
systolic_inst.A_shift\[18\]\[3\],8.6µm
_12045_,8.59µm
_03502_,8.585µm
_06865_,8.585µm
C_out\[182\],8.58µm
C_out\[331\],8.58µm
C_out\[90\],8.58µm
_01955_,8.58µm
_03617_,8.58µm
_03746_,8.58µm
_04793_,8.58µm
_06254_,8.58µm
_06520_,8.58µm
_07651_,8.58µm
_07695_,8.58µm
_08693_,8.58µm
_09063_,8.58µm
_09154_,8.58µm
_09183_,8.58µm
_09497_,8.58µm
_12638_,8.58µm
_12646_,8.58µm
_12870_,8.58µm
systolic_inst.B_shift\[11\]\[4\],8.58µm
A_in\[1\],8.56µm
B_in\[40\],8.56µm
B_in\[69\],8.56µm
B_in\[81\],8.56µm
C_out\[94\],8.56µm
_00272_,8.56µm
_00715_,8.56µm
_02406_,8.56µm
_02577_,8.56µm
_03653_,8.56µm
_03793_,8.56µm
_04447_,8.56µm
_05118_,8.56µm
_06290_,8.56µm
_07155_,8.56µm
_08049_,8.56µm
_09161_,8.56µm
_10249_,8.56µm
_10287_,8.56µm
_10700_,8.56µm
_10775_,8.56µm
_10878_,8.56µm
_12068_,8.56µm
deser_A.serial_word\[28\],8.56µm
deser_A.word_buffer\[66\],8.56µm
deser_A.word_buffer\[72\],8.56µm
deser_A.word_buffer\[95\],8.56µm
deser_B.serial_word\[35\],8.56µm
deser_B.serial_word\[58\],8.56µm
C_out\[431\],8.54µm
_06210_,8.54µm
_07510_,8.54µm
_07731_,8.54µm
_08019_,8.54µm
_08126_,8.54µm
_08469_,8.54µm
_10000_,8.54µm
systolic_inst.B_shift\[7\]\[7\],8.54µm
_03967_,8.53µm
_08997_,8.53µm
_03702_,8.52µm
_03741_,8.52µm
_04228_,8.52µm
_05781_,8.52µm
_07272_,8.52µm
_07386_,8.52µm
_07701_,8.52µm
_08119_,8.52µm
_08614_,8.52µm
_08896_,8.52µm
_09530_,8.52µm
_10676_,8.52µm
_10895_,8.52µm
_11859_,8.52µm
systolic_inst.B_shift\[0\]\[2\],8.52µm
ser_C.shift_reg\[362\],8.505µm
_01896_,8.5µm
_04941_,8.5µm
_05650_,8.5µm
_06031_,8.5µm
_06434_,8.5µm
_07961_,8.5µm
_12224_,8.5µm
_12116_,8.49µm
_12684_,8.49µm
